player,team,position,games_played,targets_pg,receptions_pg,receiving_yards_pg,receiving_tds,target_share,air_yards_share,air_yards_pg,snap_share,route_participation,red_zone_targets,goal_line_touches,fantasy_points_pg
C.Olave,NO,,15,10.0,6.467,76.2,8.0,26.5,38.67,120.6,0.0,0.0,15.0,2.0,17.267
C.Otton,TB,,15,5.467,3.933,38.133,1.0,15.05,9.66,27.933,0.0,0.0,7.0,1.0,8.147
C.Owen,IND,,1,1.0,0.0,0.0,0.0,0.19,0.05,2.0,0.0,0.0,,,0.0
C.Parkinson,LA,,14,4.0,3.071,29.143,8.0,9.64,4.68,17.714,0.0,0.0,22.0,2.0,9.414
C.Ridley,TEN,,7,5.143,2.429,43.286,0.0,6.79,11.55,64.714,0.0,0.0,2.0,0.0,6.757
C.Rodriguez,WAS,,12,0.333,0.25,2.5,0.0,0.92,0.43,1.333,0.0,0.0,1.0,14.0,7.667
C.Runyon,LV,,1,1.0,1.0,3.0,0.0,0.2,-0.09,-3.0,0.0,0.0,,,1.3
C.Samuel,BUF,,5,1.8,1.4,16.2,1.0,1.84,4.15,29.0,0.0,0.0,1.0,0.0,4.22
C.Skattebo,NYG,,8,4.0,3.0,25.875,2.0,6.32,-0.12,-0.625,0.0,0.0,4.0,10.0,15.962
C.Stover,HOU,,6,2.667,2.0,12.667,0.0,2.87,0.67,5.167,0.0,0.0,3.0,0.0,3.317
C.Sutton,DEN,QB,1,4.0,3.0,24.0,0.0,0.68,0.71,31.0,0.0,0.0,20.0,6.0,5.4
C.Sutton,DEN,,16,7.562,4.438,62.062,7.0,20.54,34.49,94.438,0.0,0.0,20.0,6.0,13.269
C.Tillman,CLE,,12,3.25,1.75,22.5,2.0,7.44,12.89,38.583,0.0,0.0,4.0,1.0,5.0
C.Washington,ATL,,3,1.667,0.667,14.0,0.0,0.96,2.1,29.333,0.0,0.0,,,2.067
C.Watson,GB,,10,5.5,3.5,61.1,6.0,11.9,23.9,97.7,0.0,0.0,6.0,2.0,13.24
C.White,SEA,,3,1.333,1.0,30.0,1.0,0.88,1.07,13.0,0.0,0.0,,,6.0
C.Williams,CHI,QB,17,0.118,0.118,1.294,1.0,0.37,-0.07,-0.176,0.0,0.0,1.0,3.0,19.128
C.Wilson,MIA,,6,1.5,0.833,7.333,0.0,1.94,2.39,13.167,0.0,0.0,3.0,0.0,1.567
C.Woerner,ATL,,6,1.5,1.333,8.0,0.0,1.72,0.29,2.0,0.0,0.0,1.0,0.0,2.133
C.Yankoff,WAS,,3,1.0,0.667,6.0,0.0,0.69,0.48,6.0,0.0,0.0,,,1.267
Cas.Washington,ATL,,2,4.5,2.0,26.0,0.0,1.72,4.16,87.0,0.0,0.0,,,4.6
Co.Heyward,PIT,,11,0.364,0.273,1.909,1.0,0.76,0.82,2.364,0.0,0.0,2.0,4.0,2.491
D.Achane,MIA,,16,5.312,4.188,30.062,4.0,18.28,1.06,2.188,0.0,0.0,11.0,6.0,20.131
D.Adams,LA,,14,8.143,4.286,56.357,14.0,19.62,27.27,103.143,0.0,0.0,32.0,16.0,15.921
D.Allen,LA,,15,2.2,1.6,13.867,3.0,5.68,2.45,8.667,0.0,0.0,7.0,3.0,4.187
D.Bellinger,NYG,,12,2.167,1.583,23.833,2.0,5.14,5.66,20.333,0.0,0.0,6.0,0.0,4.967
D.Brown,JAX,,11,3.364,1.818,20.636,1.0,6.74,10.62,47.091,0.0,0.0,9.0,1.0,4.7
D.Cooper,PHI,,5,2.2,1.8,18.4,0.0,2.36,2.59,21.8,0.0,0.0,,,3.64
D.Culp,TB,,1,1.0,1.0,6.0,1.0,0.18,0.14,6.0,0.0,0.0,1.0,0.0,7.6
D.Dabney,GB,,1,2.0,1.0,3.0,0.0,0.43,0.24,10.0,0.0,0.0,1.0,0.0,1.3
D.Dallas,JAX,,1,1.0,0.0,0.0,0.0,0.18,-0.02,-1.0,0.0,0.0,,,2.1
D.Davis,LAC,,5,0.6,0.4,2.0,0.0,0.55,0.75,6.6,0.0,0.0,,,0.7
D.Douglas,NE,,16,2.875,1.938,27.938,3.0,9.52,9.94,27.812,0.0,0.0,7.0,2.0,5.988
D.Drummond,ATL,,4,3.0,1.75,10.5,0.0,2.3,2.03,21.25,0.0,0.0,4.0,2.0,2.8
D.Duvernay,CHI,,3,1.667,0.667,8.667,0.0,0.93,1.65,25.0,0.0,0.0,1.0,1.0,1.533
D.Eskridge,MIA,,5,1.4,0.8,12.4,0.0,1.51,2.97,19.6,0.0,0.0,,,2.04
D.Giddens,IND,,5,0.4,0.0,0.0,0.0,0.37,-0.14,-1.2,0.0,0.0,1.0,1.0,1.92
D.Goedert,PHI,,15,5.467,4.0,39.4,11.0,17.6,13.84,38.867,0.0,0.0,15.0,8.0,12.34
D.Henry,BAL,QB,1,1.0,1.0,7.0,0.0,0.24,-0.06,-2.0,0.0,0.0,2.0,27.0,12.7
D.Henry,BAL,,16,1.25,0.875,8.938,0.0,4.89,0.41,0.875,0.0,0.0,2.0,27.0,17.05
D.Hopkins,BAL,,17,2.294,1.294,19.412,2.0,9.54,15.2,30.176,0.0,0.0,3.0,1.0,3.941
D.Kincaid,BUF,,12,4.167,3.25,47.583,5.0,10.25,13.32,38.75,0.0,0.0,9.0,2.0,10.508
D.Knox,BUF,,16,3.125,2.25,26.062,4.0,10.25,9.42,20.562,0.0,0.0,13.0,6.0,6.356
D.Laube,LV,,4,1.0,0.75,4.5,0.0,0.81,-0.19,-1.5,0.0,0.0,,,1.425
D.London,ATL,,12,9.417,5.667,76.583,7.0,21.65,29.18,101.75,0.0,0.0,16.0,6.0,16.825
D.Martin-Robinson,TEN,,4,1.5,1.0,7.5,1.0,1.13,0.59,5.75,0.0,0.0,1.0,1.0,3.25
D.Maye,NE,QB,17,0.059,0.059,0.118,0.0,0.21,-0.18,-0.471,0.0,0.0,0.0,4.0,21.292
D.Metcalf,PIT,,15,6.6,3.933,56.667,6.0,18.89,32.98,69.6,0.0,0.0,13.0,6.0,12.48
D.Montgomery,DET,QB,3,1.333,1.333,11.667,0.0,0.73,0.27,3.333,0.0,0.0,2.0,17.0,12.507
D.Montgomery,DET,,14,1.786,1.429,11.214,0.0,4.55,0.05,0.143,0.0,0.0,2.0,17.0,9.243
D.Mooney,ATL,,15,4.8,2.133,29.533,1.0,13.79,24.35,67.933,0.0,0.0,8.0,1.0,5.487
D.Moore,CAR,,2,0.5,0.5,2.5,0.0,0.21,0.15,2.5,0.0,0.0,,,1.35
D.Moore,CHI,QB,1,6.0,4.0,72.0,0.0,1.12,1.74,79.0,0.0,0.0,11.0,5.0,22.98
D.Moore,CHI,,16,4.938,2.875,37.188,6.0,14.74,20.04,56.812,0.0,0.0,11.0,5.0,9.231
D.Neal,NO,,9,2.111,1.889,11.556,0.0,3.36,-0.81,-4.222,0.0,0.0,1.0,2.0,6.667
D.Njoku,CLE,,11,4.364,3.0,26.636,4.0,9.16,7.05,23.0,0.0,0.0,9.0,1.0,7.845
D.Ogunbowale,HOU,,9,1.444,1.111,8.444,0.0,2.33,0.52,2.667,0.0,0.0,3.0,3.0,2.9
D.Pettis,NO,,4,2.75,2.25,31.75,0.0,1.94,2.24,26.25,0.0,0.0,,,5.425
D.Pierce,HOU,,2,0.5,0.0,0.0,0.0,0.18,-0.09,-2.0,0.0,0.0,0.0,0.0,1.3
D.Robinson,SF,,14,2.571,1.571,19.714,1.0,6.5,11.43,33.714,0.0,0.0,4.0,2.0,4.014
D.Sample,CIN,,11,1.818,1.364,9.636,1.0,3.27,-0.15,-0.636,0.0,0.0,1.0,1.0,2.9
D.Sampson,CLE,,15,2.667,2.2,18.067,2.0,7.63,-1.73,-4.133,0.0,0.0,6.0,0.0,5.973
D.Samuel,WAS,,16,6.25,4.5,45.438,5.0,22.94,14.05,32.938,0.0,0.0,13.0,5.0,11.762
D.Schultz,HOU,,17,6.294,4.824,45.706,3.0,19.21,14.34,38.765,0.0,0.0,12.0,5.0,10.453
D.Sills,ATL,,12,3.0,1.5,15.917,2.0,6.9,9.66,33.667,0.0,0.0,6.0,0.0,4.092
D.Singletary,NYG,,16,1.188,1.125,9.438,0.0,3.75,-0.28,-0.75,0.0,0.0,2.0,11.0,6.137
D.Slayton,NYG,,14,4.643,2.643,38.429,1.0,12.85,19.55,60.214,0.0,0.0,8.0,2.0,6.914
D.Smith,PHI,,17,6.706,4.529,59.294,4.0,24.46,32.17,79.706,0.0,0.0,12.0,3.0,11.871
D.Smythe,CHI,,4,1.5,1.0,6.25,0.0,1.12,0.53,6.0,0.0,0.0,,,1.625
D.Swift,CHI,,16,3.0,2.125,18.125,1.0,8.96,-0.55,-1.562,0.0,0.0,1.0,14.0,14.481
D.Thompkins,ATL,,2,1.5,1.5,13.5,0.0,0.57,0.17,3.5,0.0,0.0,,,3.1
D.Thornton,LV,,11,2.727,0.909,12.273,0.0,6.05,15.54,45.182,0.0,0.0,2.0,0.0,2.136
D.Vele,NO,,9,4.444,2.778,32.556,2.0,7.07,9.23,48.0,0.0,0.0,5.0,3.0,7.367
D.Walker,BAL,,5,1.6,1.2,27.2,3.0,1.96,5.81,39.2,0.0,0.0,1.0,1.0,7.52
D.Waller,MIA,,8,4.375,3.0,35.375,6.0,7.53,10.88,44.875,0.0,0.0,8.0,3.0,11.088
D.Washington,PIT,,13,3.385,2.385,28.0,1.0,8.4,7.64,18.615,0.0,0.0,9.0,4.0,5.646
D.Wicks,GB,,13,3.538,2.308,25.538,2.0,9.96,12.65,39.769,0.0,0.0,4.0,1.0,5.831
D.Young,SEA,,3,1.0,0.667,16.0,0.0,0.66,1.56,19.0,0.0,0.0,,,2.267
E.Arroyo,SEA,,13,2.0,1.154,13.769,1.0,5.69,6.01,16.923,0.0,0.0,5.0,1.0,2.992
E.Ayomanor,TEN,,16,5.562,2.562,32.188,4.0,16.79,28.7,70.375,0.0,0.0,8.0,1.0,7.281
E.Chism,NE,,2,1.5,1.5,37.5,1.0,0.62,0.78,17.5,0.0,0.0,1.0,0.0,8.25
E.Demercado,ARI,,11,1.818,1.182,9.182,1.0,3.23,0.27,1.091,0.0,0.0,4.0,1.0,5.482
E.Egbuka,TB,,17,7.529,3.706,55.176,6.0,23.49,36.25,92.471,0.0,0.0,15.0,4.0,11.394
E.Engram,DEN,,16,4.812,3.125,28.812,1.0,13.07,7.56,20.688,0.0,0.0,11.0,1.0,6.425
E.Higgins,ARI,,15,2.467,2.0,20.067,0.0,5.97,3.33,9.867,0.0,0.0,5.0,1.0,4.007
E.Hull,NO,,6,0.167,0.167,1.0,0.0,0.18,-0.09,-0.667,0.0,0.0,0.0,0.0,1.067
E.Mitchell,KC,,1,1.0,0.0,0.0,0.0,0.18,0.37,16.0,0.0,0.0,,,0.0
E.Moore,BUF,,9,1.889,1.0,12.444,0.0,3.48,4.07,15.778,0.0,0.0,0.0,1.0,3.178
E.Saubert,SEA,,5,1.6,0.8,6.2,0.0,1.75,0.76,5.6,0.0,0.0,4.0,1.0,1.42
E.Wilson,GB,,16,1.125,0.938,6.188,0.0,3.9,-0.78,-2.0,0.0,0.0,3.0,5.0,5.781
F.Moreau,NO,,7,1.429,1.0,8.429,0.0,1.77,0.21,1.429,0.0,0.0,1.0,0.0,1.843
G.Bolles,DEN,,1,1.0,0.0,0.0,0.0,0.17,0.05,2.0,0.0,0.0,1.0,1.0,0.0
G.Calcaterra,PHI,,8,1.625,1.125,9.5,1.0,2.79,2.02,10.625,0.0,0.0,3.0,0.0,2.825
G.Davis,BUF,,6,3.0,2.0,21.5,1.0,3.69,4.55,26.5,0.0,0.0,6.0,2.0,5.15
G.Dortch,ARI,,12,2.75,2.417,17.167,3.0,5.32,1.3,4.833,0.0,0.0,7.0,1.0,6.258
G.Dulcich,MIA,,9,3.778,2.889,37.222,1.0,7.31,4.7,17.222,0.0,0.0,7.0,2.0,7.2
G.Helm,TEN,,16,3.438,2.75,22.312,2.0,10.38,7.72,18.938,0.0,0.0,8.0,1.0,5.731
G.Holani,SEA,,4,0.5,0.5,3.75,0.0,0.44,-0.03,-0.25,0.0,0.0,0.0,0.0,4.2
G.Kittle,SF,,11,6.273,5.182,57.091,7.0,12.45,11.14,41.818,0.0,0.0,13.0,3.0,14.682
G.Larvadain,CLE,,7,2.143,1.0,10.143,0.0,2.86,3.48,17.857,0.0,0.0,1.0,1.0,2.057
G.Olszewski,NYG,QB,2,4.5,4.0,51.0,0.0,1.78,1.76,38.0,0.0,0.0,2.0,0.0,11.76
G.Olszewski,NYG,,3,1.333,0.667,14.333,1.0,0.79,1.25,18.0,0.0,0.0,2.0,0.0,4.1
G.Pickens,DAL,,17,8.118,5.471,84.059,9.0,22.62,31.41,91.0,0.0,0.0,24.0,7.0,17.053
G.Ricci,DET,,1,1.0,0.0,0.0,0.0,0.18,0.08,3.0,0.0,0.0,1.0,1.0,0.0
G.Wilson,NYJ,,7,8.571,5.143,56.429,4.0,12.58,16.63,76.429,0.0,0.0,5.0,1.0,14.214
H.Bryant,HOU,,4,1.5,0.5,1.75,0.0,1.08,1.26,14.5,0.0,0.0,,,0.675
H.Fannin,CLE,,16,6.75,4.5,45.688,6.0,20.61,17.99,40.375,0.0,0.0,11.0,4.0,11.775
H.Haskins,LAC,,5,0.8,0.8,2.6,0.0,0.74,-0.07,-0.6,0.0,0.0,0.0,0.0,2.0
H.Henry,NE,,17,5.118,3.529,45.176,7.0,18.01,15.87,41.765,0.0,0.0,22.0,6.0,10.518
H.Long,JAX,,7,2.429,1.714,12.143,2.0,3.1,1.35,9.429,0.0,0.0,4.0,1.0,4.643
H.Luepke,DAL,,11,1.364,1.182,9.909,1.0,2.46,-0.06,-0.273,0.0,0.0,4.0,1.0,3.364
H.Renfrow,CAR,,6,4.333,2.5,14.833,2.0,5.39,5.95,32.333,0.0,0.0,6.0,2.0,5.983
I.Bond,CLE,,15,2.933,1.2,21.133,0.0,8.4,20.91,50.067,0.0,0.0,4.0,1.0,3.507
I.Davis,NYJ,,15,1.933,1.4,12.4,0.0,6.08,0.99,2.133,0.0,0.0,2.0,1.0,4.613
I.Hodgins,NYG,,6,3.167,1.667,19.167,1.0,3.75,4.8,34.5,0.0,0.0,4.0,0.0,4.583
I.Likely,BAL,,11,3.273,2.455,27.909,1.0,8.8,8.5,26.091,0.0,0.0,6.0,2.0,5.791
I.Pacheco,KC,,13,2.0,1.462,7.769,1.0,4.71,-0.63,-2.077,0.0,0.0,4.0,1.0,6.715
I.TeSlaa,DET,,14,1.929,1.143,17.071,6.0,4.91,9.58,25.143,0.0,0.0,11.0,2.0,5.421
I.Thomas,LV,,7,1.857,1.857,16.286,0.0,2.62,1.31,6.0,0.0,0.0,,,3.486
I.Williams,NYJ,QB,1,4.0,1.0,2.0,0.0,0.84,0.53,17.0,0.0,0.0,1.0,0.0,1.6
I.Williams,NYJ,,8,4.0,3.125,23.875,0.0,6.71,3.26,13.125,0.0,0.0,1.0,0.0,5.888
J.Addison,MIN,,14,5.643,3.0,43.571,3.0,16.74,29.07,77.357,0.0,0.0,13.0,3.0,9.65
J.Bates,WAS,,9,1.778,1.222,11.444,1.0,3.67,1.28,5.333,0.0,0.0,2.0,2.0,3.033
J.Bech,LV,,12,2.417,1.667,18.667,0.0,5.85,7.5,20.0,0.0,0.0,4.0,0.0,3.533
J.Blue,DAL,,5,0.2,0.2,1.0,0.0,0.16,-0.1,-1.0,0.0,0.0,0.0,1.0,4.08
