player,team,position,attempts,completions,passing_yards,passing_tds,interceptions,sacks,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,air_yards,fantasy_points,fantasy_points_ppr,offense_snaps,defense_snaps,st_snaps,games_played,pass_attempts_pg,completions_pg,passing_yards_pg,passing_tds_pg,interceptions_pg,rush_attempts_pg,rushing_yards_pg,targets_pg,receptions_pg,receiving_yards_pg,air_yards_pg,fantasy_points_pg,fantasy_points_std_pg,target_share,air_yards_share,carries_share,snap_share,route_participation,red_zone_touch_share,red_zone_carries,red_zone_targets,red_zone_pass_attempts,goal_line_touches
B.Spann-Ford,DAL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,90.0,1.0,107.0,15.0,24.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.9,9.0,10.7,2.4,1.5,2.13,2.17,0.0,0.0,0.0,0.69,0.0,2.0,0.0,1.0
B.Strange,JAX,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,46.0,540.0,3.0,414.0,72.0,118.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.833,45.0,34.5,9.833,6.0,10.93,8.49,0.0,0.0,0.0,3.46,0.0,10.0,0.0,1.0
B.Thomas,JAX,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,1.0,91.0,48.0,707.0,2.0,1315.0,90.8,138.8,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.214,1.5,6.5,3.429,50.5,93.929,9.914,6.486,16.58,26.95,0.61,0.0,0.0,2.77,1.0,7.0,0.0,1.0
B.Tremayne,CAR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,14.0,160.0,0.0,157.0,16.0,30.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1.75,20.0,19.625,3.75,2.0,3.73,4.82,0.0,0.0,0.0,0.48,0.0,1.0,0.0,0.0
B.Tuten,JAX,,0.0,0.0,0.0,0.0,0.0,0.0,84.0,307.0,5.0,14.0,10.0,79.0,2.0,8.0,80.6,90.6,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,5.6,20.467,0.933,0.667,5.267,0.533,6.04,5.373,2.55,0.16,17.11,0.0,0.0,9.69,26.0,2.0,0.0,8.0
B.Whiteheart,CLE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,43.0,0.4,2.4,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0.667,7.167,0.4,0.067,1.15,1.2,0.0,0.0,0.0,0.0,,,,
B.Willis,SF,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.18,0.05,0.0,0.0,0.0,0.0,,,,
B.Wright,DET,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,108.0,2.0,22.0,22.8,36.8,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.143,2.0,15.429,3.143,5.257,3.257,4.0,0.6,0.0,0.0,0.0,0.72,0.0,2.0,0.0,1.0
B.Young,CAR,QB,508.0,304.0,3011.0,23.0,11.0,27.0,54.0,216.0,2.0,0.0,0.0,0.0,0.0,0.0,235.04,235.04,0.0,0.0,0.0,16,31.75,19.0,188.188,1.438,0.688,3.375,13.5,0.0,0.0,0.0,0.0,14.69,14.69,0.0,0.0,11.66,0.0,0.0,5.31,11.0,0.0,75.0,2.0
B.Yurosek,MIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,14.0,0.0,11.0,1.4,3.4,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,7.0,5.5,1.7,0.7,0.64,0.3,0.0,0.0,0.0,0.0,,,,
C.Akers,MIN,QB,1.0,1.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28,5.28,0.0,0.0,0.0,1,1.0,1.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28,5.28,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C.Akers,MIN,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,0.0,1.0,0.0,0.0,0.0,-6.0,1.9,1.9,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,5.0,19.0,1.0,0.0,0.0,-6.0,1.9,1.9,0.21,-0.16,1.22,0.0,0.0,0.0,,,,
C.Austin,PIT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,31.0,372.0,3.0,605.0,55.2,86.2,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.929,2.214,26.571,43.214,6.157,3.943,10.5,19.11,0.0,0.0,0.0,1.72,0.0,4.0,0.0,0.0
C.Bojorquez,CLE,QB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C.Brooks,GB,,0.0,0.0,0.0,0.0,0.0,0.0,27.0,106.0,0.0,17.0,13.0,91.0,0.0,6.0,19.7,32.7,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,1.929,7.571,1.214,0.929,6.5,0.429,2.336,1.407,3.68,0.15,5.49,0.0,0.0,2.46,3.0,3.0,0.0,0.0
C.Brown,CIN,,0.0,0.0,0.0,0.0,0.0,0.0,233.0,1019.0,6.0,89.0,69.0,414.0,5.0,46.0,209.3,278.3,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,13.706,59.941,5.235,4.059,24.353,2.706,16.371,12.312,14.57,1.01,60.99,0.0,0.0,22.37,37.0,12.0,0.0,17.0
C.Colby,SF,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,-6.0,-0.1,0.9,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-6.0,0.9,-0.1,0.18,-0.15,0.0,0.0,0.0,0.0,,,,
C.Dike,TEN,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,0.0,74.0,48.0,423.0,4.0,599.0,68.10000000000001,116.1,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.647,1.059,4.353,2.824,24.882,35.235,6.829,4.006,13.96,15.27,2.91,0.0,0.0,10.53,2.0,14.0,0.0,5.0
C.Edwards-Helaire,KC,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,2.0,2.0,9.0,0.0,-4.0,2.2,4.2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,3.5,6.5,1.0,1.0,4.5,-2.0,2.1,1.1,0.36,-0.09,1.63,0.0,0.0,0.0,,,,
C.Ford,CIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,0.0,4.0,2.1,3.1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,4.0,3.1,2.1,0.16,0.09,0.0,0.0,0.0,0.0,,,,
C.Godwin,TB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,33.0,360.0,2.0,361.0,48.0,81.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.778,3.667,40.0,40.111,9.0,5.333,9.54,8.32,0.0,0.0,0.0,3.67,0.0,8.0,0.0,3.0
C.Grandy,CIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,-6.0,0.7,2.7,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.5,-3.0,1.35,0.35,0.33,-0.13,0.0,0.0,0.0,0.0,,,,
C.Ham,MIN,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,2.0,2.0,11.0,0.0,2.0,13.6,15.6,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.75,1.25,0.5,0.5,2.75,0.5,3.9,3.4,0.42,0.05,0.73,0.0,0.0,0.95,2.0,0.0,0.0,2.0
C.Hubbard,CAR,,0.0,0.0,0.0,0.0,0.0,0.0,135.0,511.0,1.0,39.0,30.0,223.0,3.0,-40.0,97.4,127.39999999999999,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,9.0,34.067,2.6,2.0,14.867,-2.667,8.493,6.493,8.09,-1.23,29.16,0.0,0.0,12.08,19.0,6.0,0.0,5.0
C.Jones,CIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,0.0,0.0,0.16,0.92,0.0,0.0,0.0,0.0,,,,
C.Kiner,ARI,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,58.0,0.0,3.0,2.0,15.0,0.0,11.0,7.300000000000001,9.3,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,3.0,14.5,0.75,0.5,3.75,2.75,2.325,1.825,0.48,0.25,3.27,0.0,0.0,1.28,2.0,1.0,0.0,0.0
C.Kirk,HOU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,28.0,239.0,1.0,365.0,29.900000000000002,57.9,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.818,2.545,21.727,33.182,5.264,2.718,9.52,7.94,0.0,0.0,0.0,2.88,0.0,7.0,0.0,3.0
C.Kmet,CHI,QB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,0.0,27.0,1.0,2.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,27.0,2.0,1.0,0.37,0.6,0.0,0.0,0.0,2.8,0.0,7.0,0.0,1.0
C.Kmet,CHI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,29.0,337.0,2.0,394.0,45.7,74.7,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.133,1.933,22.467,26.267,4.98,3.047,8.77,8.69,0.0,0.0,0.0,2.8,0.0,7.0,0.0,1.0
C.Kolar,BAL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,142.0,2.0,106.0,26.2,36.2,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.364,0.909,12.909,9.636,3.291,2.382,3.67,3.14,0.0,0.0,0.0,1.16,0.0,3.0,0.0,1.0
C.Kupp,SEA,QB,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,0.0,18.0,2.2,3.2,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,32.0,18.0,3.2,2.2,0.22,0.49,0.0,0.0,0.0,5.0,0.0,13.0,0.0,3.0
C.Kupp,SEA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,46.0,561.0,2.0,507.0,68.1,114.1,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.667,3.067,37.4,33.8,7.607,4.54,15.32,13.85,0.0,0.0,0.0,5.0,0.0,13.0,0.0,3.0
C.Lamb,DAL,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,117.0,75.0,1077.0,3.0,1403.0,125.89999999999999,200.9,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.077,0.154,9.0,5.769,82.846,107.923,15.454,9.685,19.18,28.49,0.22,0.0,0.0,5.84,0.0,17.0,0.0,4.0
C.Loveland,CHI,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,83.0,58.0,713.0,6.0,746.0,107.10000000000001,165.1,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.062,-0.125,5.188,3.625,44.562,46.625,10.319,6.694,15.49,16.45,0.2,0.0,0.0,6.4,1.0,15.0,0.0,5.0
C.Manhertz,NYG,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,11.0,0.7,1.7,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,3.5,5.5,0.85,0.35,0.4,0.26,0.0,0.0,0.0,0.38,0.0,1.0,0.0,0.0
C.McCaffrey,SF,QB,1.0,0.0,0.0,0.0,0.0,0.0,20.0,53.0,1.0,4.0,4.0,21.0,0.0,-4.0,13.4,17.4,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,20.0,53.0,4.0,4.0,21.0,-4.0,17.4,13.4,0.72,-0.1,4.16,0.0,0.0,35.97,75.0,25.0,1.0,24.0
C.McCaffrey,SF,,0.0,0.0,0.0,0.0,0.0,0.0,291.0,1149.0,9.0,125.0,98.0,883.0,7.0,339.0,299.2,397.2,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,18.188,71.812,7.812,6.125,55.188,21.188,24.825,18.7,22.56,8.21,60.5,0.0,0.0,35.97,75.0,25.0,1.0,24.0
C.Moore,WAS,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,23.0,11.0,207.0,1.0,332.0,27.6,38.6,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.125,1.125,2.875,1.375,25.875,41.5,4.825,3.45,5.28,8.85,0.21,0.0,0.0,0.92,0.0,2.0,0.0,0.0
C.Okonkwo,TEN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,56.0,560.0,2.0,366.0,68.0,124.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.647,3.294,32.941,21.529,7.294,4.0,14.91,9.33,0.0,0.0,0.0,3.29,0.0,5.0,0.0,0.0
C.Oladokun,KC,QB,63.0,35.0,235.0,1.0,0.0,8.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,15.2,0.0,0.0,0.0,3,21.0,11.667,78.333,0.333,0.0,1.667,6.0,0.0,0.0,0.0,0.0,5.067,5.067,0.0,0.0,1.16,0.0,0.0,0.4,1.0,0.0,5.0,0.0
C.Olave,NO,QB,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,20.0,1.0,32.0,7.0,10.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,20.0,32.0,10.0,7.0,1.06,0.68,0.0,0.0,0.0,7.94,0.0,15.0,1.0,2.0
C.Olave,NO,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,150.0,97.0,1143.0,8.0,1809.0,162.0,259.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.067,-0.2,10.0,6.467,76.2,120.6,17.267,10.8,26.5,38.67,0.23,0.0,0.0,7.94,0.0,15.0,1.0,2.0
C.Otton,TB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,59.0,572.0,1.0,419.0,63.2,122.19999999999999,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.467,3.933,38.133,27.933,8.147,4.213,15.05,9.66,0.0,0.0,0.0,3.21,0.0,7.0,0.0,1.0
C.Owen,IND,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.19,0.05,0.0,0.0,0.0,0.0,,,,
C.Parkinson,LA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,43.0,408.0,8.0,248.0,88.8,131.8,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.071,29.143,17.714,9.414,6.343,9.64,4.68,0.0,0.0,0.0,7.31,0.0,22.0,0.0,2.0
C.Reynolds,DET,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.68,0.0,0.0,0.0,,,,
C.Ridley,TEN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,17.0,303.0,0.0,453.0,30.3,47.3,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.143,2.429,43.286,64.714,6.757,4.329,6.79,11.55,0.0,0.0,0.0,1.32,0.0,2.0,0.0,0.0
C.Rodriguez,WAS,,0.0,0.0,0.0,0.0,0.0,0.0,112.0,500.0,6.0,4.0,3.0,30.0,0.0,16.0,89.0,92.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,9.333,41.667,0.333,0.25,2.5,1.333,7.667,7.417,0.92,0.43,23.0,0.0,0.0,15.6,33.0,1.0,0.0,14.0
C.Runyon,LV,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,-3.0,0.3,1.3,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,-3.0,1.3,0.3,0.2,-0.09,0.0,0.0,0.0,0.0,,,,
C.Rush,BAL,QB,53.0,34.0,303.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.120000000000001,8.120000000000001,0.0,0.0,0.0,3,17.667,11.333,101.0,0.0,1.333,0.333,0.0,0.0,0.0,0.0,0.0,2.707,2.707,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C.Rush,BAL,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-0.4,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3.0,-4.0,0.0,0.0,0.0,0.0,-0.4,-0.4,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C.Samuel,BUF,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,81.0,1.0,145.0,14.1,21.1,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.4,16.2,29.0,4.22,2.82,1.84,4.15,0.0,0.0,0.0,0.36,0.0,1.0,0.0,0.0
C.Skattebo,NYG,,0.0,0.0,0.0,0.0,0.0,0.0,102.0,410.0,5.0,32.0,24.0,207.0,2.0,-5.0,103.7,127.7,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,12.75,51.25,4.0,3.0,25.875,-0.625,15.962,12.962,6.32,-0.12,19.92,0.0,0.0,10.73,24.0,4.0,0.0,10.0
C.Stover,HOU,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,16.0,12.0,76.0,0.0,31.0,7.9,19.900000000000002,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.667,0.5,2.667,2.0,12.667,5.167,3.317,1.317,2.87,0.67,0.84,0.0,0.0,2.47,3.0,3.0,0.0,0.0
C.Stroud,HOU,QB,449.0,273.0,3041.0,19.0,8.0,23.0,48.0,209.0,1.0,0.0,0.0,0.0,0.0,0.0,216.54,216.54,0.0,0.0,0.0,14,32.071,19.5,217.214,1.357,0.571,3.429,14.929,0.0,0.0,0.0,0.0,15.467,15.467,0.0,0.0,10.08,0.0,0.0,3.29,8.0,0.0,61.0,2.0
C.Sutton,DEN,QB,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,24.0,0.0,31.0,2.4,5.4,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,24.0,31.0,5.4,2.4,0.68,0.71,0.0,0.0,0.0,8.06,0.0,20.0,0.0,6.0
C.Sutton,DEN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,71.0,993.0,7.0,1511.0,141.3,212.3,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.562,4.438,62.062,94.438,13.269,8.831,20.54,34.49,0.0,0.0,0.0,8.06,0.0,20.0,0.0,6.0
C.Tillman,CLE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,21.0,270.0,2.0,463.0,39.0,60.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,1.75,22.5,38.583,5.0,3.25,7.44,12.89,0.0,0.0,0.0,2.26,0.0,4.0,0.0,1.0
C.Tune,GB,QB,20.0,7.0,42.0,0.0,1.0,5.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,2.98,0.0,0.0,0.0,2,10.0,3.5,21.0,0.0,0.5,2.5,11.5,0.0,0.0,0.0,0.0,1.49,1.49,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C.Ward,TEN,QB,595.0,323.0,3169.0,15.0,7.0,55.0,39.0,159.0,2.0,0.0,0.0,0.0,0.0,0.0,207.66,207.66,0.0,0.0,0.0,17,35.0,19.0,186.412,0.882,0.412,2.294,9.353,0.0,0.0,0.0,0.0,12.215,12.215,0.0,0.0,10.32,0.0,0.0,6.58,10.0,0.0,59.0,2.0
C.Washington,ATL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,42.0,0.0,88.0,4.2,6.2,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.667,0.667,14.0,29.333,2.067,1.4,0.96,2.1,0.0,0.0,0.0,0.0,,,,
C.Watson,GB,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,55.0,35.0,611.0,6.0,977.0,97.4,132.4,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.1,0.3,5.5,3.5,61.1,97.7,13.24,9.74,11.9,23.9,0.2,0.0,0.0,2.87,1.0,6.0,0.0,2.0
C.Wentz,MIN,QB,189.0,110.0,1216.0,6.0,5.0,19.0,11.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,73.34,73.34,0.0,0.0,0.0,5,37.8,22.0,243.2,1.2,1.0,2.2,11.4,0.0,0.0,0.0,0.0,14.668,14.668,0.0,0.0,2.68,0.0,0.0,0.95,2.0,0.0,39.0,0.0
C.White,SEA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,90.0,1.0,39.0,15.0,18.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.333,1.0,30.0,13.0,6.0,5.0,0.88,1.07,0.0,0.0,0.0,0.0,,,,
